Id,SalePrice
1461,145000.0
1462,145000.0
1463,145000.0
1464,145000.0
1465,53433.333333333336
1466,145000.0
1467,145000.0
1468,145000.0
1469,145000.0
1470,145000.0
1471,53433.333333333336
1472,145000.0
1473,145000.0
1474,145000.0
1475,145000.0
1476,53433.333333333336
1477,53433.333333333336
1478,53433.333333333336
1479,53433.333333333336
1480,53433.333333333336
1481,53433.333333333336
1482,53433.333333333336
1483,53433.333333333336
1484,53433.333333333336
1485,53433.333333333336
1486,53433.333333333336
1487,53433.333333333336
1488,53433.333333333336
1489,53433.333333333336
1490,53433.333333333336
1491,53433.333333333336
1492,145000.0
1493,145000.0
1494,53433.333333333336
1495,53433.333333333336
1496,53433.333333333336
1497,53433.333333333336
1498,53433.333333333336
1499,53433.333333333336
1500,53433.333333333336
1501,53433.333333333336
1502,53433.333333333336
1503,53433.333333333336
1504,53433.333333333336
1505,53433.333333333336
1506,145000.0
1507,145000.0
1508,145000.0
1509,145000.0
1510,145000.0
1511,145000.0
1512,145000.0
1513,145000.0
1514,145000.0
1515,53433.333333333336
1516,145000.0
1517,145000.0
1518,145000.0
1519,53433.333333333336
1520,145000.0
1521,145000.0
1522,145000.0
1523,145000.0
1524,145000.0
1525,145000.0
1526,145000.0
1527,145000.0
1528,145000.0
1529,145000.0
1530,145000.0
1531,145000.0
1532,145000.0
1533,145000.0
1534,145000.0
1535,145000.0
1536,145000.0
1537,145000.0
1538,53433.333333333336
1539,53433.333333333336
1540,145000.0
1541,145000.0
1542,145000.0
1543,145000.0
1544,145000.0
1545,145000.0
1546,145000.0
1547,145000.0
1548,145000.0
1549,145000.0
1550,145000.0
1551,145000.0
1552,145000.0
1553,53433.333333333336
1554,145000.0
1555,145000.0
1556,145000.0
1557,53433.333333333336
1558,145000.0
1559,145000.0
1560,145000.0
1561,53433.333333333336
1562,145000.0
1563,145000.0
1564,145000.0
1565,145000.0
1566,53433.333333333336
1567,145000.0
1568,145000.0
1569,145000.0
1570,145000.0
1571,145000.0
1572,145000.0
1573,53433.333333333336
1574,145000.0
1575,53433.333333333336
1576,53433.333333333336
1577,53433.333333333336
1578,145000.0
1579,145000.0
1580,145000.0
1581,53433.333333333336
1582,145000.0
1583,53433.333333333336
1584,53433.333333333336
1585,53433.333333333336
1586,145000.0
1587,145000.0
1588,145000.0
1589,145000.0
1590,145000.0
1591,145000.0
1592,145000.0
1593,145000.0
1594,145000.0
1595,145000.0
1596,53433.333333333336
1597,145000.0
1598,145000.0
1599,53433.333333333336
1600,53433.333333333336
1601,145000.0
1602,145000.0
1603,53433.333333333336
1604,53433.333333333336
1605,53433.333333333336
1606,141000.0
1607,141000.0
1608,53433.333333333336
1609,53433.333333333336
1610,145000.0
1611,141000.0
1612,141000.0
1613,141000.0
1614,145000.0
1615,145000.0
1616,145000.0
1617,145000.0
1618,141000.0
1619,141000.0
1620,141000.0
1621,141000.0
1622,141000.0
1623,53433.333333333336
1624,53433.333333333336
1625,145000.0
1626,145000.0
1627,145000.0
1628,53433.333333333336
1629,145000.0
1630,53433.333333333336
1631,145000.0
1632,53433.333333333336
1633,53433.333333333336
1634,53433.333333333336
1635,145000.0
1636,145000.0
1637,145000.0
1638,145000.0
1639,145000.0
1640,145000.0
1641,145000.0
1642,53433.333333333336
1643,53433.333333333336
1644,53433.333333333336
1645,145000.0
1646,145000.0
1647,145000.0
1648,145000.0
1649,145000.0
1650,145000.0
1651,145000.0
1652,145000.0
1653,145000.0
1654,145000.0
1655,145000.0
1656,145000.0
1657,145000.0
1658,53433.333333333336
1659,145000.0
1660,53433.333333333336
1661,53433.333333333336
1662,53433.333333333336
1663,53433.333333333336
1664,53433.333333333336
1665,53433.333333333336
1666,53433.333333333336
1667,55496.5
1668,53433.333333333336
1669,53433.333333333336
1670,53433.333333333336
1671,53433.333333333336
1672,53433.333333333336
1673,53433.333333333336
1674,53433.333333333336
1675,53433.333333333336
1676,53433.333333333336
1677,53433.333333333336
1678,53433.333333333336
1679,53433.333333333336
1680,53433.333333333336
1681,53433.333333333336
1682,53433.333333333336
1683,53433.333333333336
1684,53433.333333333336
1685,53433.333333333336
1686,53433.333333333336
1687,53433.333333333336
1688,53433.333333333336
1689,53433.333333333336
1690,53433.333333333336
1691,53433.333333333336
1692,53433.333333333336
1693,53433.333333333336
1694,145000.0
1695,145000.0
1696,53433.333333333336
1697,145000.0
1698,53433.333333333336
1699,53433.333333333336
1700,53433.333333333336
1701,53433.333333333336
1702,53433.333333333336
1703,53433.333333333336
1704,53433.333333333336
1705,53433.333333333336
1706,53433.333333333336
1707,53433.333333333336
1708,53433.333333333336
1709,53433.333333333336
1710,53433.333333333336
1711,53433.333333333336
1712,53433.333333333336
1713,53433.333333333336
1714,53433.333333333336
1715,53433.333333333336
1716,53433.333333333336
1717,53433.333333333336
1718,145000.0
1719,53433.333333333336
1720,53433.333333333336
1721,53433.333333333336
1722,145000.0
1723,145000.0
1724,53433.333333333336
1725,53433.333333333336
1726,53433.333333333336
1727,53433.333333333336
1728,53433.333333333336
1729,145000.0
1730,145000.0
1731,145000.0
1732,145000.0
1733,145000.0
1734,145000.0
1735,53433.333333333336
1736,145000.0
1737,53433.333333333336
1738,53433.333333333336
1739,53433.333333333336
1740,53433.333333333336
1741,53433.333333333336
1742,53433.333333333336
1743,53433.333333333336
1744,53433.333333333336
1745,53433.333333333336
1746,53433.333333333336
1747,145000.0
1748,145000.0
1749,145000.0
1750,145000.0
1751,145000.0
1752,145000.0
1753,145000.0
1754,145000.0
1755,145000.0
1756,145000.0
1757,145000.0
1758,145000.0
1759,145000.0
1760,145000.0
1761,145000.0
1762,145000.0
1763,145000.0
1764,145000.0
1765,53433.333333333336
1766,145000.0
1767,145000.0
1768,53433.333333333336
1769,145000.0
1770,53433.333333333336
1771,145000.0
1772,145000.0
1773,145000.0
1774,145000.0
1775,145000.0
1776,145000.0
1777,145000.0
1778,53433.333333333336
1779,145000.0
1780,145000.0
1781,145000.0
1782,145000.0
1783,145000.0
1784,53433.333333333336
1785,145000.0
1786,145000.0
1787,53433.333333333336
1788,53433.333333333336
1789,145000.0
1790,145000.0
1791,145000.0
1792,145000.0
1793,53433.333333333336
1794,53433.333333333336
1795,145000.0
1796,145000.0
1797,145000.0
1798,145000.0
1799,145000.0
1800,145000.0
1801,145000.0
1802,145000.0
1803,145000.0
1804,145000.0
1805,145000.0
1806,145000.0
1807,145000.0
1808,145000.0
1809,53433.333333333336
1810,145000.0
1811,53433.333333333336
1812,145000.0
1813,145000.0
1814,145000.0
1815,145000.0
1816,53433.333333333336
1817,53433.333333333336
1818,145000.0
1819,145000.0
1820,145000.0
1821,53433.333333333336
1822,145000.0
1823,145000.0
1824,145000.0
1825,145000.0
1826,145000.0
1827,145000.0
1828,145000.0
1829,145000.0
1830,145000.0
1831,145000.0
1832,145000.0
1833,145000.0
1834,145000.0
1835,145000.0
1836,145000.0
1837,145000.0
1838,145000.0
1839,145000.0
1840,145000.0
1841,145000.0
1842,145000.0
1843,145000.0
1844,145000.0
1845,145000.0
1846,145000.0
1847,145000.0
1848,145000.0
1849,145000.0
1850,145000.0
1851,145000.0
1852,145000.0
1853,53433.333333333336
1854,53433.333333333336
1855,53433.333333333336
1856,53433.333333333336
1857,53433.333333333336
1858,145000.0
1859,145000.0
1860,145000.0
1861,145000.0
1862,145000.0
1863,145000.0
1864,145000.0
1865,53433.333333333336
1866,53433.333333333336
1867,53433.333333333336
1868,53433.333333333336
1869,53433.333333333336
1870,53433.333333333336
1871,53433.333333333336
1872,53433.333333333336
1873,53433.333333333336
1874,145000.0
1875,145000.0
1876,145000.0
1877,53433.333333333336
1878,53433.333333333336
1879,145000.0
1880,145000.0
1881,53433.333333333336
1882,53433.333333333336
1883,53433.333333333336
1884,53433.333333333336
1885,53433.333333333336
1886,53433.333333333336
1887,53433.333333333336
1888,53433.333333333336
1889,53433.333333333336
1890,145000.0
1891,145000.0
1892,145000.0
1893,145000.0
1894,145000.0
1895,145000.0
1896,145000.0
1897,145000.0
1898,145000.0
1899,53433.333333333336
1900,145000.0
1901,145000.0
1902,145000.0
1903,145000.0
1904,145000.0
1905,145000.0
1906,145000.0
1907,145000.0
1908,145000.0
1909,145000.0
1910,145000.0
1911,145000.0
1912,53433.333333333336
1913,145000.0
1914,145000.0
1915,53433.333333333336
1916,53433.333333333336
1917,53433.333333333336
1918,141000.0
1919,141000.0
1920,141000.0
1921,53433.333333333336
1922,53433.333333333336
1923,145000.0
1924,145000.0
1925,53433.333333333336
1926,53433.333333333336
1927,141000.0
1928,141000.0
1929,141000.0
1930,141000.0
1931,141000.0
1932,141000.0
1933,53433.333333333336
1934,145000.0
1935,145000.0
1936,145000.0
1937,145000.0
1938,53433.333333333336
1939,53433.333333333336
1940,53433.333333333336
1941,145000.0
1942,145000.0
1943,53433.333333333336
1944,55496.5
1945,53433.333333333336
1946,145000.0
1947,53433.333333333336
1948,145000.0
1949,53433.333333333336
1950,53433.333333333336
1951,53433.333333333336
1952,53433.333333333336
1953,145000.0
1954,145000.0
1955,145000.0
1956,53433.333333333336
1957,145000.0
1958,53433.333333333336
1959,145000.0
1960,145000.0
1961,145000.0
1962,145000.0
1963,145000.0
1964,145000.0
1965,145000.0
1966,145000.0
1967,53433.333333333336
1968,53433.333333333336
1969,53433.333333333336
1970,53433.333333333336
1971,53433.333333333336
1972,53433.333333333336
1973,53433.333333333336
1974,53433.333333333336
1975,53433.333333333336
1976,53433.333333333336
1977,53433.333333333336
1978,53433.333333333336
1979,53433.333333333336
1980,53433.333333333336
1981,53433.333333333336
1982,53433.333333333336
1983,53433.333333333336
1984,53433.333333333336
1985,53433.333333333336
1986,53433.333333333336
1987,53433.333333333336
1988,53433.333333333336
1989,53433.333333333336
1990,53433.333333333336
1991,53433.333333333336
1992,53433.333333333336
1993,53433.333333333336
1994,53433.333333333336
1995,145000.0
1996,53433.333333333336
1997,53433.333333333336
1998,53433.333333333336
1999,53433.333333333336
2000,53433.333333333336
2001,53433.333333333336
2002,53433.333333333336
2003,53433.333333333336
2004,53433.333333333336
2005,53433.333333333336
2006,53433.333333333336
2007,53433.333333333336
2008,53433.333333333336
2009,53433.333333333336
2010,53433.333333333336
2011,145000.0
2012,53433.333333333336
2013,53433.333333333336
2014,53433.333333333336
2015,53433.333333333336
2016,53433.333333333336
2017,53433.333333333336
2018,145000.0
2019,145000.0
2020,145000.0
2021,145000.0
2022,145000.0
2023,145000.0
2024,53433.333333333336
2025,53433.333333333336
2026,53433.333333333336
2027,53433.333333333336
2028,53433.333333333336
2029,145000.0
2030,53433.333333333336
2031,53433.333333333336
2032,53433.333333333336
2033,53433.333333333336
2034,53433.333333333336
2035,145000.0
2036,53433.333333333336
2037,53433.333333333336
2038,53433.333333333336
2039,53433.333333333336
2040,53433.333333333336
2041,53433.333333333336
2042,53433.333333333336
2043,145000.0
2044,145000.0
2045,145000.0
2046,145000.0
2047,145000.0
2048,53433.333333333336
2049,145000.0
2050,145000.0
2051,145000.0
2052,145000.0
2053,145000.0
2054,145000.0
2055,53433.333333333336
2056,145000.0
2057,145000.0
2058,53433.333333333336
2059,145000.0
2060,145000.0
2061,145000.0
2062,145000.0
2063,145000.0
2064,145000.0
2065,145000.0
2066,145000.0
2067,145000.0
2068,145000.0
2069,145000.0
2070,145000.0
2071,53433.333333333336
2072,145000.0
2073,145000.0
2074,145000.0
2075,145000.0
2076,145000.0
2077,145000.0
2078,145000.0
2079,145000.0
2080,145000.0
2081,145000.0
2082,145000.0
2083,145000.0
2084,145000.0
2085,145000.0
2086,145000.0
2087,145000.0
2088,145000.0
2089,145000.0
2090,53433.333333333336
2091,145000.0
2092,145000.0
2093,53433.333333333336
2094,53433.333333333336
2095,145000.0
2096,145000.0
2097,145000.0
2098,145000.0
2099,145000.0
2100,145000.0
2101,145000.0
2102,145000.0
2103,145000.0
2104,145000.0
2105,53433.333333333336
2106,53433.333333333336
2107,145000.0
2108,145000.0
2109,145000.0
2110,53433.333333333336
2111,145000.0
2112,145000.0
2113,145000.0
2114,145000.0
2115,145000.0
2116,145000.0
2117,145000.0
2118,145000.0
2119,145000.0
2120,145000.0
2121,145000.0
2122,145000.0
2123,145000.0
2124,145000.0
2125,145000.0
2126,145000.0
2127,145000.0
2128,53433.333333333336
2129,53433.333333333336
2130,145000.0
2131,145000.0
2132,145000.0
2133,145000.0
2134,145000.0
2135,145000.0
2136,53433.333333333336
2137,53433.333333333336
2138,145000.0
2139,145000.0
2140,145000.0
2141,145000.0
2142,145000.0
2143,145000.0
2144,145000.0
2145,145000.0
2146,145000.0
2147,145000.0
2148,145000.0
2149,145000.0
2150,145000.0
2151,145000.0
2152,145000.0
2153,145000.0
2154,145000.0
2155,53433.333333333336
2156,53433.333333333336
2157,53433.333333333336
2158,53433.333333333336
2159,53433.333333333336
2160,53433.333333333336
2161,53433.333333333336
2162,53433.333333333336
2163,53433.333333333336
2164,53433.333333333336
2165,145000.0
2166,145000.0
2167,145000.0
2168,145000.0
2169,53433.333333333336
2170,53433.333333333336
2171,145000.0
2172,145000.0
2173,145000.0
2174,53433.333333333336
2175,53433.333333333336
2176,53433.333333333336
2177,53433.333333333336
2178,53433.333333333336
2179,53433.333333333336
2180,145000.0
2181,53433.333333333336
2182,53433.333333333336
2183,53433.333333333336
2184,145000.0
2185,145000.0
2186,145000.0
2187,145000.0
2188,145000.0
2189,145000.0
2190,145000.0
2191,145000.0
2192,145000.0
2193,145000.0
2194,145000.0
2195,145000.0
2196,145000.0
2197,145000.0
2198,145000.0
2199,145000.0
2200,145000.0
2201,145000.0
2202,53433.333333333336
2203,145000.0
2204,145000.0
2205,145000.0
2206,145000.0
2207,145000.0
2208,145000.0
2209,145000.0
2210,145000.0
2211,145000.0
2212,145000.0
2213,145000.0
2214,53433.333333333336
2215,145000.0
2216,145000.0
2217,53433.333333333336
2218,145000.0
2219,145000.0
2220,145000.0
2221,53433.333333333336
2222,53433.333333333336
2223,53433.333333333336
2224,141000.0
2225,141000.0
2226,141000.0
2227,53433.333333333336
2228,53433.333333333336
2229,53433.333333333336
2230,145000.0
2231,53433.333333333336
2232,145000.0
2233,53433.333333333336
2234,53433.333333333336
2235,53433.333333333336
2236,53433.333333333336
2237,53433.333333333336
2238,141000.0
2239,141000.0
2240,141000.0
2241,141000.0
2242,145000.0
2243,145000.0
2244,145000.0
2245,145000.0
2246,141000.0
2247,145000.0
2248,141000.0
2249,141000.0
2250,141000.0
2251,145000.0
2252,145000.0
2253,145000.0
2254,145000.0
2255,145000.0
2256,53433.333333333336
2257,145000.0
2258,145000.0
2259,145000.0
2260,145000.0
2261,53433.333333333336
2262,53433.333333333336
2263,53433.333333333336
2264,53433.333333333336
2265,145000.0
2266,53433.333333333336
2267,53433.333333333336
2268,53433.333333333336
2269,145000.0
2270,53433.333333333336
2271,145000.0
2272,145000.0
2273,145000.0
2274,145000.0
2275,145000.0
2276,145000.0
2277,145000.0
2278,145000.0
2279,145000.0
2280,145000.0
2281,53433.333333333336
2282,53433.333333333336
2283,145000.0
2284,145000.0
2285,145000.0
2286,145000.0
2287,53433.333333333336
2288,53433.333333333336
2289,53433.333333333336
2290,53433.333333333336
2291,53433.333333333336
2292,53433.333333333336
2293,53433.333333333336
2294,53433.333333333336
2295,53433.333333333336
2296,53433.333333333336
2297,53433.333333333336
2298,53433.333333333336
2299,55496.5
2300,53433.333333333336
2301,53433.333333333336
2302,53433.333333333336
2303,53433.333333333336
2304,53433.333333333336
2305,53433.333333333336
2306,53433.333333333336
2307,53433.333333333336
2308,53433.333333333336
2309,53433.333333333336
2310,53433.333333333336
2311,53433.333333333336
2312,53433.333333333336
2313,53433.333333333336
2314,145000.0
2315,53433.333333333336
2316,53433.333333333336
2317,145000.0
2318,53433.333333333336
2319,53433.333333333336
2320,53433.333333333336
2321,53433.333333333336
2322,53433.333333333336
2323,53433.333333333336
2324,53433.333333333336
2325,53433.333333333336
2326,53433.333333333336
2327,53433.333333333336
2328,53433.333333333336
2329,145000.0
2330,145000.0
2331,53433.333333333336
2332,53433.333333333336
2333,53433.333333333336
2334,53433.333333333336
2335,53433.333333333336
2336,53433.333333333336
2337,53433.333333333336
2338,53433.333333333336
2339,53433.333333333336
2340,53433.333333333336
2341,53433.333333333336
2342,53433.333333333336
2343,53433.333333333336
2344,53433.333333333336
2345,53433.333333333336
2346,53433.333333333336
2347,53433.333333333336
2348,53433.333333333336
2349,53433.333333333336
2350,53433.333333333336
2351,53433.333333333336
2352,53433.333333333336
2353,53433.333333333336
2354,145000.0
2355,53433.333333333336
2356,53433.333333333336
2357,53433.333333333336
2358,53433.333333333336
2359,145000.0
2360,145000.0
2361,145000.0
2362,53433.333333333336
2363,145000.0
2364,145000.0
2365,53433.333333333336
2366,53433.333333333336
2367,53433.333333333336
2368,53433.333333333336
2369,53433.333333333336
2370,145000.0
2371,53433.333333333336
2372,53433.333333333336
2373,53433.333333333336
2374,53433.333333333336
2375,53433.333333333336
2376,53433.333333333336
2377,53433.333333333336
2378,145000.0
2379,145000.0
2380,145000.0
2381,145000.0
2382,145000.0
2383,145000.0
2384,53433.333333333336
2385,145000.0
2386,145000.0
2387,145000.0
2388,145000.0
2389,145000.0
2390,145000.0
2391,145000.0
2392,145000.0
2393,145000.0
2394,145000.0
2395,145000.0
2396,145000.0
2397,145000.0
2398,145000.0
2399,53433.333333333336
2400,145000.0
2401,145000.0
2402,145000.0
2403,145000.0
2404,145000.0
2405,145000.0
2406,145000.0
2407,145000.0
2408,145000.0
2409,145000.0
2410,145000.0
2411,145000.0
2412,145000.0
2413,145000.0
2414,145000.0
2415,145000.0
2416,145000.0
2417,145000.0
2418,145000.0
2419,145000.0
2420,145000.0
2421,145000.0
2422,145000.0
2423,53433.333333333336
2424,145000.0
2425,145000.0
2426,145000.0
2427,145000.0
2428,145000.0
2429,145000.0
2430,145000.0
2431,145000.0
2432,145000.0
2433,145000.0
2434,145000.0
2435,145000.0
2436,145000.0
2437,145000.0
2438,145000.0
2439,53433.333333333336
2440,145000.0
2441,145000.0
2442,145000.0
2443,145000.0
2444,145000.0
