Id,SalePrice
1461,122847.95
1462,160567.14
1463,198658.98
1464,195073.84
1465,192849.95
1466,179726.08
1467,173278.75
1468,175044.95
1469,183376.89
1470,115502.375
1471,190128.53
1472,98567.164
1473,101519.984
1474,155588.73
1475,126477.14
1476,342008.66
1477,271849.28
1478,296072.6
1479,221229.06
1480,606238.8
1481,309100.38
1482,215034.56
1483,186939.2
1484,168143.39
1485,174741.67
1486,195920.05
1487,306701.97
1488,226812.36
1489,212115.05
1490,210837.23
1491,193007.75
1492,86146.516
1493,192931.72
1494,313345.7
1495,300032.1
1496,228582.34
1497,171335.6
1498,161321.3
1499,160775.61
1500,147153.03
1501,177556.06
1502,150679.42
1503,295904.97
1504,239486.73
1505,220691.55
1506,188471.48
1507,241305.5
1508,223743.25
1509,165111.77
1510,138936.7
1511,143799.08
1512,172167.98
1513,149446.64
1514,182320.19
1515,192383.14
1516,162447.34
1517,156626.52
1518,119315.75
1519,219777.48
1520,132684.62
1521,140491.48
1522,162963.33
1523,109303.92
1524,131326.1
1525,132316.69
1526,118390.766
1527,102074.39
1528,125580.17
1529,135352.88
1530,188423.88
1531,110980.125
1532,101815.09
1533,147586.56
1534,116115.12
1535,181479.42
1536,118913.26
1537,82372.31
1538,172979.16
1539,223246.67
1540,115605.68
1541,164892.34
1542,138069.33
1543,227870.38
1544,77561.586
1545,107865.484
1546,129914.27
1547,139804.89
1548,134465.75
1549,117523.17
1550,138683.19
1551,105940.35
1552,133682.36
1553,167328.6
1554,112092.35
1555,179332.14
1556,84938.625
1557,100977.336
1558,90724.59
1559,112248.164
1560,140458.28
1561,140609.12
1562,120291.016
1563,121522.48
1564,148173.56
1565,155704.5
1566,217069.53
1567,70984.164
1568,247254.62
1569,154907.67
1570,129003.01
1571,130685.97
1572,136911.72
1573,262259.84
1574,98407.45
1575,218017.45
1576,256339.0
1577,194224.5
1578,166104.67
1579,150283.2
1580,195274.17
1581,155307.52
1582,116339.5
1583,350496.94
1584,223916.6
1585,135436.61
1586,68952.24
1587,89440.79
1588,152195.02
1589,100819.46
1590,118755.72
1591,91975.51
1592,121109.9
1593,124744.48
1594,125094.68
1595,121319.21
1596,258599.3
1597,187057.4
1598,212459.27
1599,197198.4
1600,180303.64
1601,76122.25
1602,119058.74
1603,79874.68
1604,260098.31
1605,277762.4
1606,172164.39
1607,156298.62
1608,209048.17
1609,186263.19
1610,161862.34
1611,167298.31
1612,153438.17
1613,154533.97
1614,117625.43
1615,93777.45
1616,72586.01
1617,95724.42
1618,121850.26
1619,145000.73
1620,156434.89
1621,133677.28
1622,142883.2
1623,286321.28
1624,213922.02
1625,113199.8
1626,165587.98
1627,199527.16
1628,307516.94
1629,185124.11
1630,304043.97
1631,207517.52
1632,243971.72
1633,172328.62
1634,182938.73
1635,188910.7
1636,160906.2
1637,193521.58
1638,208703.05
1639,174137.98
1640,271919.25
1641,196035.8
1642,230327.72
1643,206509.72
1644,211422.7
1645,188215.3
1646,159780.34
1647,168559.34
1648,129629.55
1649,135005.19
1650,117009.64
1651,123473.77
1652,98500.31
1653,96199.59
1654,140530.94
1655,143296.7
1656,146469.62
1657,145401.7
1658,149951.84
1659,134119.81
1660,151580.22
1661,505622.38
1662,446106.94
1663,390101.7
1664,501837.97
1665,300134.28
1666,324112.84
1667,310175.12
1668,315625.8
1669,302819.78
1670,331897.38
1671,273548.34
1672,580154.3
1673,300878.56
1674,246617.9
1675,181492.3
1676,180417.66
1677,204397.89
1678,493325.7
1679,378479.44
1680,304409.38
1681,256648.19
1682,298609.38
1683,171814.89
1684,169246.72
1685,175425.73
1686,170218.11
1687,167021.8
1688,176260.33
1689,189590.08
1690,197650.58
1691,175331.19
1692,272447.38
1693,174737.92
1694,187543.11
1695,164280.34
1696,288756.84
1697,169265.55
1698,369194.12
1699,330794.1
1700,245631.36
1701,278766.16
1702,250141.36
1703,243697.34
1704,297698.34
1705,223436.28
1706,509942.88
1707,205958.0
1708,203035.64
1709,296093.2
1710,225553.44
1711,269169.9
1712,221173.39
1713,270514.3
1714,219872.19
1715,194053.7
1716,190071.36
1717,175677.58
1718,133366.66
1719,199983.72
1720,267099.66
1721,158044.42
1722,120951.88
1723,157429.1
1724,208526.47
1725,246781.55
1726,185159.72
1727,160783.39
1728,172392.2
1729,173199.7
1730,169968.33
1731,115002.89
1732,123676.38
1733,118032.71
1734,116819.01
1735,132640.55
1736,118849.164
1737,372215.2
1738,236061.16
1739,295189.97
1740,217852.23
1741,175226.42
1742,177117.9
1743,167365.31
1744,267497.28
1745,252707.55
1746,232203.77
1747,227182.6
1748,217347.64
1749,150525.83
1750,123151.15
1751,264566.0
1752,115105.01
1753,137585.95
1754,219858.9
1755,182133.55
1756,128289.01
1757,121130.7
